paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
1,6,"Ngày ấy, vào thời Tây Sơn, có một chàng trẻ tuổi người vùng Đồng-nai. Chàng là người tài kiêm văn võ, đã từng vung gươm hưởng ứng cái bất bình của mọi người. Chàng từng cầm quân mấy lần làm cho tớ thầy chúa Nguyễn chạy dài.","In the days of the Tay Son era, there lived a young man from the Dong Nai region. Gifted in both letters and martial arts, he once took up his sword to answer the people’s grievances. On several occasions, he led troops into battle, driving the forces loyal to the Nguyen lords into retreat.","Traditional Vietnamese painting style, a young scholar-warrior holding a sword, wearing Tay Son era battle gear, standing in a dynamic pose against a backdrop of ancient flags and troops, heroic atmosphere, medium shot, highly detailed, masterpiece quality.",Scholar-warrior,Holding,Sword
2,6,"Nhà Tây Sơn mất, chàng lui về quê nhà mượn nghề dạy trẻ để náu hình ẩn tích. Đột nhiên có tin dữ truyền đến làm cho mọi người xao xuyến. Gia Long vừa thắng thế trên đất nước Việt thì cũng bắt đầu giết hại những người đã từng làm quan cho nhà Tây Sơn. Nhà vua cứ dựa vào chức tước lớn hay nhỏ của họ mà gia hình: tư mã, quận công thì lăng trì, tùng xẻo; vệ úy, phân suất thì đánh gậy, phạt roi, v.v...","When the Tay Son dynasty collapsed, he withdrew to his homeland and took up teaching as a means of concealing his identity. Soon, grim news spread and unsettled the people. Having secured power over the land of Vietnam, Emperor Gia Long began persecuting those who had once served the Tay Son. Punishments were imposed according to rank: high officials met cruel executions, while lower officers suffered beatings and corporal penalties.","Traditional Vietnamese painting style, the young man wearing simple scholar robes teaching children in a rustic village school, looking anxious, background shows distant silhouettes of royal guards searching, tense atmosphere, medium shot, highly detailed, 8k resolution.",Man,Teaching,Children
3,6,"Dân trong xóm sẵn lòng quý mến, khuyên chàng trốn đi thật xa. Họ giúp tiền gạo và mọi thứ cần dùng, trong đó có cả một chiếc thuyền nhỏ mui lồng để tiện đi lại.","The villagers, who held him in great affection, urged him to flee far away. They provided him with money, rice, and all necessities, including a small covered boat to aid his journey.","Traditional Vietnamese painting style, villagers gathering at a riverbank handing a bag of rice and coins to the scholar, a small wooden boat with a bamboo roof floating nearby, night time, secretive atmosphere, medium shot, highly detailed, professional artwork.",Villagers,Giving,Provisions
4,6,"Vì không muốn để rơi vào tay quân địch, chàng ra đi. Ngược dòng sông Cửu-long, chàng tiến sâu vào nước Chân-lạp.","Determined not to fall into enemy hands, he set out. Traveling upstream along the Cuu Long River, he ventured deep into the land of Chenla.","Traditional Vietnamese painting style, a small boat sailing upstream on the vast Mekong river, lush tropical vegetation on banks, golden sunset reflecting on water, journey of exile, landscape shot, highly detailed, masterpiece quality.",Boat,Sailing,Upstream
5,6,"Một hôm chàng cắm sào lên bộ mua thức ăn. Chàng bước vào một cái quán bên đường. Trong quán có một bà mẹ ngồi ủ rũ bên cạnh một cô gái nằm mê man bất tỉnh. Đó là hai mẹ con đi dâng hương trên núi, về đến đây thì con bị ốm nặng.","One day, he moored his boat and went ashore to buy food. Entering a roadside stall, he saw a sorrowful mother sitting beside her daughter, who lay unconscious. They were returning from a pilgrimage to the mountains when the girl fell gravely ill.","Traditional Vietnamese painting style, inside a bamboo roadside stall, an elderly mother sitting worriedly beside a beautiful young woman lying unconscious on a bamboo bed, soft lighting, emotional atmosphere, medium shot, highly detailed, 8k resolution.",Mother,Watching,Sick daughter
6,6,"Vốn có biệt tài về nghề thuốc, chàng hết sức chạy chữa, cuối cùng cũng giúp cô gái lấy lại sức khỏe. Và sẵn có thuyền riêng, chàng chở họ về tận nhà.","Gifted in the art of healing, he devoted himself to treating the girl and eventually restored her health. Having his own boat, he then carried the mother and daughter safely back to their home.","Traditional Vietnamese painting style, the scholar tending to the sick girl on his boat, holding a bowl of medicine, the mother watching gratefully, river background, healing atmosphere, close-up, highly detailed, professional artwork.",Scholar,Curing,Girl
7,6,"Nàng là con gái chưa chồng, đã đến tuổi quay xa đạp cửi. Nàng có vẻ đẹp thùy mị. Tự nhiên có anh chàng trai người Việt ở đâu tận xa xôi đến trú ngụ tại nhà làm cho nàng quyến luyến.","She was an unmarried young woman of marriageable age, gentle in both manner and appearance. The sudden presence of a Vietnamese man from a distant land staying in her home quietly stirred her affection.","Traditional Vietnamese painting style, a beautiful young woman sitting at a loom weaving silk, glancing shyly at the scholar who is reading a book nearby, soft romantic lighting, domestic peace, medium shot, highly detailed, masterpiece quality.",Young Woman,Weaving,Silk
8,6,"Sau một tuần chay tạ ơn Trời Phật, mẹ nàng cho biết là Phật đã báo mộng cho hai người lấy nhau. Chàng vui vẻ nhận lấy cuộc sống mới cho qua ngày. Từ đây chàng có chỗ ở nhất định. Nhà nàng là nhà làm ruộng nuôi tằm. Những việc đó chàng đều làm được cả.","After a week of fasting to give thanks to Heaven and Buddha, her mother revealed that a divine dream had foretold their marriage. The young man willingly embraced this new life. From then on, he had a settled home. Her family farmed the land and raised silkworms, and he proved capable of every task.","Traditional Vietnamese painting style, the couple working together in a lush mulberry field, raising silkworms, simple rural clothes, happy and peaceful expression, bright daylight, wide shot, highly detailed, 8k resolution.",Couple,Working,In field
9,6,Mười năm thoảng qua như một giấc mộng. Hai vợ chồng quấn quýt với nhau như đôi chim câu. Trong vườn nhà vợ có một cây ăn quả gọi là cây 'tu rên' mà ở xứ sở chồng không có.,"Ten years passed like a fleeting dream. Husband and wife lived entwined like a pair of doves. In his wife’s garden grew a fruit tree called 'tu ren', unknown in his homeland.","Traditional Vietnamese painting style, a large exotic fruit tree with spiky green durians hanging from branches, the couple standing underneath holding hands, garden setting, symbol of happiness, medium shot, highly detailed, professional artwork.",Durian Tree,Growing,In garden
10,6,"Lần ấy gặp kỳ quả chín đầu mùa, vợ trèo lên cây trẩy xuống một quả, xẻ đưa cho chồng ăn. Quả 'tu rên' vốn có một mùi hôi đặc biệt. Thấy chồng nhăn mặt vợ bảo:","When the fruit ripened at the start of the season, his wife climbed the tree, picked one, and cut it open for him to taste. The 'tu ren' fruit carried a strong, unusual odor. Seeing her husband frown, she said:","Traditional Vietnamese painting style, the wife holding a segment of creamy yellow durian fruit offering it to her husband, the husband making a funny face at the smell, humorous and intimate moment, close-up, highly detailed, masterpiece quality.",Wife,Offering,Fruit
11,6,"'Ăn đi, lúc đầu thì khó chịu, nhưng khi đã quen rồi sẽ thấy ngon.'","'Go on and eat it. At first it may be unpleasant, but once you grow accustomed to it, you will find it delicious.'","Traditional Vietnamese painting style, close up of the wife's smiling face and the durian fruit, encouraging her husband to eat, warm colors, detailed texture of the fruit, highly detailed, 8k resolution.",Wife,Encouraging,Husband
12,6,"Không ngờ một năm kia, vợ đi dâng hương về thì ngộ cảm. Chồng cố công chạy chữa nhưng không sao cứu kịp. Cái chết chia rẽ cặp vợ chồng một cách đột ngột. Không thể nói hết cảnh tượng đau khổ của người chồng.","Unexpectedly, one year, his wife fell gravely ill after returning from a pilgrimage. Despite all his efforts, he could not save her. Death tore the couple apart without warning, leaving the husband in immeasurable sorrow.","Traditional Vietnamese painting style, the husband kneeling beside his dying wife, holding her hand tightly, expression of deep sorrow, dark moody lighting, tragic atmosphere, medium shot, highly detailed, professional artwork.",Husband,Mourning,Wife
13,6,Nhưng hai người vẫn gặp nhau trong mộng. Chồng hứa trọn đời sẽ không lấy một ai nữa. Còn hồn vợ thì hứa không lúc nào xa chồng.,"Yet they continued to meet in dreams. The husband vowed never to take another wife, while her spirit promised never to leave his side.","Traditional Vietnamese painting style, a dream sequence showing the husband sleeping while the translucent spirit of his wife hovers gently above, ethereal lighting, mystical atmosphere, medium shot, highly detailed, masterpiece quality.",Spirit of Wife,Visiting,Husband
